qp,nom_qp,reg,epci1,epci2,uu,disp_q1_A13,disp_q2_A13,disp_q3_A13,disp_q1q3q2_A13,disp_d1_A13,disp_d2_A13,disp_d3_A13,disp_d4_A13,disp_d6_A13,disp_d7_A13,disp_d8_A13,disp_d9_A13,disp_d1d9_A13,disp_gini_A13,disp_s80s20_A13,disp_pact_A13,disp_ppen_A13,disp_ppat_A13,disp_ppsoc_A13,disp_ppfam_A13,disp_ppmini_A13,disp_pplogt_A13,disp_pimpot_A13,QP,TP60_A13,PART_MONOP_A13,PART_MEN5_A13,PART_LOCAT_A13,PART_CHOMPRINC_A13,_merge,code_final
QP093033,Méchin - Bocage,11.0,249300088.0,,00851,11078.0,14842.0,19804.0,0.6,8276.0,10183.0,12096.0,13602.0,16304.0,18511.0,21805.0,26546.0,3.2,0.3,3.9,83.2,13.2,3.7,13.2,5.1,3.7,4.4,-13.3,QP093033,30.1,18.4,15.1,84.3,,both,QP093033
QP093034,Paul-Cachin,11.0,249300088.0,,00851,9495.0,12481.0,17114.0,0.6,6805.0,8288.0,10051.0,11351.0,14179.0,15697.0,18575.0,21165.0,3.1,0.2,3.6,66.1,20.5,2.3,20.7,6.8,7.7,6.3,-9.6,QP093034,47.6,21.6,19.3,,,both,QP093034
QP093035,Centre Ville - Chatenay - Maroc - Poètes,11.0,249300088.0,,00851,9536.0,13006.0,17539.0,0.6,6765.0,8758.0,10247.0,11610.0,14532.0,16340.0,18766.0,23048.0,3.4,0.3,4.0,73.3,17.2,3.9,17.1,6.8,5.2,5.1,-11.5,QP093035,43.9,16.5,22.0,79.4,6.2,both,QP093035
QP093036,Joncherolles - Fauvettes,11.0,249300088.0,,00851,8619.0,11803.0,15507.0,0.6,6457.0,8188.0,9260.0,10712.0,13132.0,14855.0,16740.0,20718.0,3.2,0.3,3.9,63.7,20.1,3.0,22.8,7.8,8.1,6.9,-9.6,QP093036,52.7,19.0,22.6,81.7,,both,QP093036
QP093037,Plaine - Landy - Bailly,11.0,249300088.0,,00851,8888.0,13496.0,19697.0,0.8,5212.0,7726.0,9834.0,11685.0,15516.0,18139.0,21299.0,26916.0,5.2,0.3,6.6,91.7,7.4,3.5,11.8,4.6,3.5,3.6,-14.4,QP093037,43.3,12.7,18.3,80.3,5.3,both,QP093037
QP093038,Pleyel,11.0,249300088.0,,00851,10979.0,15460.0,21832.0,0.7,8539.0,10083.0,11800.0,13444.0,17780.0,20306.0,24125.0,30139.0,3.5,0.3,4.3,93.8,5.3,4.3,11.6,4.8,3.3,3.5,-15.0,QP093038,32.3,15.4,16.1,73.8,,both,QP093038
QP093039,Grand Centre - Sémard,11.0,249300088.0,,00851,10234.0,14557.0,20567.0,0.7,7367.0,9363.0,11104.0,12724.0,16495.0,18982.0,22517.0,28215.0,3.8,0.3,4.7,78.8,17.8,5.0,12.5,4.3,4.1,4.1,-14.1,QP093039,36.6,15.4,13.6,76.0,5.8,both,QP093039
QP093040,Floréal Saussaie Allende,11.0,249300088.0,,00851,9227.0,12536.0,16862.0,0.6,6902.0,8502.0,9865.0,11220.0,13896.0,15866.0,18039.0,21412.0,3.1,0.2,3.6,68.8,18.3,2.2,20.2,7.4,6.5,6.4,-9.5,QP093040,47.2,20.7,22.6,,6.1,both,QP093040
QP093041,Plaine Trezel - Chaudron,11.0,249300088.0,,00851,8906.0,12546.0,18481.0,0.8,5607.0,8009.0,9540.0,10980.0,14518.0,16998.0,19626.0,25682.0,4.6,0.3,6.2,83.9,9.8,5.4,14.0,4.7,4.8,4.5,-13.1,QP093041,47.4,14.0,14.2,74.7,,both,QP093041
QP093042,Saint-Rémy - Joliot Curie - Bel Air,11.0,249300088.0,,00851,10083.0,13590.0,18566.0,0.6,7212.0,9198.0,10730.0,12109.0,15213.0,17308.0,19916.0,24580.0,3.4,0.3,3.9,73.9,18.2,3.4,15.8,5.8,5.4,4.6,-11.3,QP093042,40.0,17.0,16.8,80.9,6.0,both,QP093042
QP093043,Langevin - Lavoisier - Tartres - Allende,11.0,249300088.0,,00851,9227.0,13386.0,18481.0,0.7,5921.0,8284.0,10098.0,11781.0,15077.0,17160.0,19771.0,23989.0,4.1,0.3,4.6,74.8,18.4,3.8,14.7,5.7,4.6,4.4,-11.7,QP093043,42.5,14.9,22.7,77.4,5.4,both,QP093043
QP093044,Cordon,11.0,249300088.0,,00851,9753.0,14511.0,19997.0,0.7,7039.0,9252.0,10631.0,12409.0,16193.0,18704.0,21256.0,25625.0,3.6,0.3,4.4,74.6,20.9,4.3,13.1,3.4,5.2,4.5,-12.9,QP093044,37.7,18.3,9.0,90.2,,both,QP093044
QP093045,Michelet - Les Puces - Debain,11.0,249300088.0,,00851,10429.0,15169.0,21525.0,0.7,7171.0,9541.0,11325.0,13231.0,17225.0,19692.0,23658.0,29634.0,4.1,0.3,5.0,81.6,17.5,5.3,10.7,3.3,4.0,3.4,-15.1,QP093045,34.2,15.5,10.8,80.8,5.0,both,QP093045
QP093046,Vieux Saint-Ouen,11.0,249300088.0,,00851,10672.0,14236.0,18979.0,0.6,7964.0,9759.0,11319.0,12607.0,15775.0,17841.0,20276.0,24123.0,3.0,0.2,3.5,65.3,27.3,3.3,15.4,4.8,5.8,4.8,-11.3,QP093046,36.7,20.9,12.4,,6.3,both,QP093046
QP093047,Pasteur - Arago - Zola,11.0,249300088.0,,00851,10305.0,15081.0,21160.0,0.7,7312.0,9464.0,11020.0,12953.0,17221.0,19788.0,23292.0,29787.0,4.1,0.3,5.0,83.2,16.3,4.9,10.7,3.8,3.3,3.5,-15.1,QP093047,36.8,14.9,13.2,82.4,5.6,both,QP093047
QP093048,Centre Elargi,11.0,249300088.0,,00851,9950.0,13258.0,17602.0,0.6,7561.0,9144.0,10691.0,11951.0,14777.0,16603.0,18787.0,22516.0,3.0,0.2,3.5,69.3,18.2,3.2,19.6,6.9,6.9,5.8,-10.3,QP093048,41.4,20.5,21.0,90.5,5.9,both,QP093048
QP093049,Quartier Politique De La Ville,11.0,249300088.0,,00851,10624.0,14099.0,18288.0,0.5,8007.0,9776.0,11355.0,12765.0,15417.0,17197.0,19580.0,23311.0,2.9,0.2,3.3,75.8,15.7,2.7,16.5,6.7,4.7,5.1,-10.7,QP093049,35.5,16.8,21.4,86.0,6.7,both,QP093049
QP093050,Rougemont,11.0,200023448.0,,00851,10496.0,13647.0,17549.0,0.5,7979.0,9801.0,11165.0,12445.0,14961.0,16515.0,18564.0,21587.0,2.7,0.2,3.2,74.3,15.1,2.4,18.8,8.2,5.5,5.1,-10.6,QP093050,37.2,18.3,25.1,78.8,7.8,both,QP093050
QP093051,Montceleux - Pont Blanc,11.0,200023448.0,,00851,10401.0,13624.0,17373.0,0.5,7888.0,9738.0,11185.0,12400.0,14896.0,16551.0,18512.0,21853.0,2.8,0.2,3.2,77.2,12.5,2.5,18.3,7.6,5.1,5.6,-10.5,QP093051,37.6,19.7,22.8,82.3,6.5,both,QP093051
QP093052,Parc De La Noue - Picasso - Pasteur - Europe - Merisiers,11.0,200023448.0,,00851,10923.0,14255.0,18498.0,0.5,8429.0,10171.0,11594.0,12895.0,15658.0,17496.0,19658.0,23258.0,2.8,0.2,3.2,77.5,13.3,2.6,17.0,7.8,4.4,4.9,-10.4,QP093052,34.2,20.5,25.2,74.4,6.9,both,QP093052
QP093053,Tremblay Grand Ensemble,11.0,200023448.0,,00851,10473.0,14046.0,18114.0,0.5,7695.0,9620.0,11287.0,12643.0,15396.0,17136.0,19412.0,22815.0,3.0,0.2,3.4,76.1,14.1,2.2,17.6,6.6,5.2,5.8,-10.0,QP093053,36.3,19.7,21.0,92.7,6.3,both,QP093053
QP093054,Les Beaudottes,11.0,200023448.0,,00851,10214.0,13457.0,17350.0,0.5,7613.0,9458.0,10912.0,12232.0,14844.0,16363.0,18380.0,21811.0,2.9,0.2,3.3,73.6,14.8,2.3,19.0,7.8,5.5,5.7,-9.7,QP093054,38.9,18.6,26.4,86.9,6.8,both,QP093054
QP093055,Secteur Nord Pont-Yblon,11.0,200006385.0,,00851,10000.0,13387.0,17813.0,0.6,7156.0,9197.0,10738.0,11991.0,14911.0,16641.0,19144.0,23103.0,3.2,0.3,3.8,76.2,16.1,3.4,15.7,6.7,4.4,4.6,-11.4,QP093055,40.9,17.9,23.9,82.5,6.2,both,QP093055
QP093056,Jean Moulin - Jean Bouin,11.0,,,00851,11335.0,14708.0,19219.0,0.5,8730.0,10789.0,12053.0,13380.0,16193.0,18165.0,20453.0,23462.0,2.7,0.2,3.1,80.2,13.7,2.4,15.2,6.5,3.6,5.1,-11.5,QP093056,30.1,20.9,17.3,85.6,6.5,both,QP093056
QP093057,Les Peupliers,11.0,,,00851,10689.0,14293.0,17836.0,0.5,8304.0,10131.0,11434.0,13011.0,15472.0,16853.0,19234.0,21784.0,2.6,0.2,2.8,75.7,12.5,2.4,19.1,8.2,5.2,5.7,-9.7,QP093057,32.4,21.3,25.9,,,both,QP093057
QP093058,Val Coteau,11.0,,,00851,10889.0,14279.0,18379.0,0.5,8216.0,10099.0,11597.0,12984.0,15738.0,17468.0,19608.0,23279.0,2.8,0.2,3.1,75.3,17.2,2.3,16.1,6.6,4.5,5.0,-10.9,QP093058,33.1,23.6,19.2,,6.5,both,QP093058
QP093059,Mont d’Est - Palacio,11.0,,,00851,10236.0,13841.0,18621.0,0.6,7082.0,9569.0,10937.0,12643.0,15478.0,17463.0,20324.0,24982.0,3.5,0.3,4.2,83.3,10.1,4.0,15.4,6.2,4.3,4.9,-12.8,QP093059,37.5,16.4,22.7,75.3,,both,QP093059
QP093060,Pavé-Neuf,11.0,,,00851,10796.0,14730.0,19296.0,0.6,8341.0,9976.0,11656.0,13138.0,16217.0,18137.0,20621.0,24150.0,2.9,0.2,3.5,83.8,10.7,3.4,14.5,5.9,4.2,4.4,-12.4,QP093060,32.7,16.2,21.5,70.5,6.4,both,QP093060
QP093061,Champy - Hauts Bâtons,11.0,,,00851,11628.0,15088.0,19553.0,0.5,8555.0,10625.0,12265.0,13687.0,16563.0,18240.0,20702.0,24811.0,2.9,0.2,3.3,78.6,16.2,3.2,14.2,5.6,4.2,4.4,-12.2,QP093061,29.5,21.7,18.7,84.3,,both,QP093061
QP093062,Pré-Gentil,11.0,,,00851,10103.0,13774.0,19008.0,0.6,7419.0,9254.0,10977.0,12315.0,15596.0,17540.0,20423.0,24122.0,3.3,0.3,4.0,74.0,17.7,3.6,16.4,5.6,5.6,5.2,-11.7,QP093062,38.7,21.9,16.2,89.7,,both,QP093062
QP093063,Marnaudes - Bois-Perrier,11.0,,,00851,11740.0,14786.0,20124.0,0.6,8067.0,10638.0,12235.0,13451.0,16919.0,18872.0,21072.0,25273.0,3.1,0.2,3.4,74.2,21.2,3.4,13.3,6.0,3.2,4.0,-12.1,QP093063,29.4,17.0,18.5,81.4,,both,QP093063
QP094001,Pierre Et Marie Curie,11.0,200033413.0,,00851,10254.0,14295.0,19054.0,0.6,8089.0,9620.0,10966.0,12412.0,16264.0,18202.0,20372.0,23078.0,2.9,0.2,3.3,63.6,28.7,2.6,15.7,5.1,5.8,4.7,-10.6,QP094001,37.5,22.8,13.4,,,both,QP094001
QP094002,Irlandais - Paul Vaillant Couturier - Cherchefeuille,11.0,249400060.0,,00851,10842.0,15339.0,20391.0,0.6,8203.0,9936.0,12006.0,13522.0,17109.0,18787.0,22166.0,28683.0,3.5,0.3,4.2,77.8,20.4,3.5,11.9,3.8,4.8,3.4,-13.6,QP094002,30.8,18.1,8.1,,,both,QP094002
QP094003,La Haie Griselle - La Hêtraie,11.0,249400086.0,249400094.0,00851,11506.0,14823.0,19630.0,0.5,8424.0,10570.0,12187.0,13315.0,16261.0,18224.0,20867.0,24878.0,3.0,0.2,3.4,78.4,16.3,3.1,14.4,6.2,4.4,3.9,-12.2,QP094003,29.2,21.4,22.7,82.4,5.3,both,QP094003
QP094004,Chantereine,11.0,249400094.0,,00851,10143.0,13149.0,17077.0,0.5,7092.0,9354.0,10662.0,11885.0,14348.0,15849.0,18026.0,21500.0,3.0,0.2,3.6,68.1,18.4,2.6,20.8,4.7,8.8,7.3,-9.9,QP094004,40.9,14.8,11.9,,,both,QP094004
QP094005,Mont Mesly - La Habette - Coteaux Du Sud,11.0,249400094.0,,00851,10596.0,14127.0,18457.0,0.6,7782.0,9886.0,11291.0,12708.0,15586.0,17322.0,19468.0,22890.0,2.9,0.2,3.4,72.9,17.8,2.6,17.5,6.8,5.6,5.1,-10.8,QP094005,34.8,21.7,21.2,,6.0,both,QP094005
QP094006,Petit Pré - Sablières,11.0,249400094.0,,00851,11808.0,15679.0,20769.0,0.6,8498.0,11246.0,12548.0,13670.0,17313.0,19621.0,23926.0,29361.0,3.5,0.3,4.0,73.8,24.8,4.3,11.1,4.1,4.0,3.0,-14.0,QP094006,26.3,,18.5,71.3,,both,QP094006
QP094007,Les Bleuets,11.0,249400094.0,,00851,11402.0,15583.0,19317.0,0.5,8811.0,10660.0,11952.0,13385.0,16706.0,18293.0,20756.0,26210.0,3.0,0.2,3.4,83.0,12.7,3.1,13.8,5.2,4.9,3.7,-12.6,QP094007,30.7,,16.8,,,both,QP094007
QP094008,Gagarine,11.0,200033413.0,,00851,10355.0,14355.0,19104.0,0.6,7805.0,9359.0,11112.0,12739.0,15833.0,17856.0,20662.0,25083.0,3.2,0.3,3.8,72.6,21.9,4.2,13.3,4.3,5.1,4.0,-12.0,QP094008,36.5,16.4,11.6,81.0,,both,QP094008
QP094009,Ivry Port,11.0,200033413.0,,00851,8003.0,12623.0,18940.0,0.9,4657.0,6791.0,8928.0,10759.0,14558.0,17238.0,20894.0,26644.0,5.7,0.3,6.6,85.0,14.0,4.9,9.8,2.9,3.3,3.7,-13.7,QP094009,46.7,12.4,18.2,84.0,5.6,both,QP094009
QP094010,Monmousseau,11.0,200033413.0,,00851,10242.0,14711.0,21036.0,0.7,7517.0,9198.0,10894.0,12466.0,16704.0,19308.0,22781.0,29301.0,3.9,0.3,4.8,67.5,26.9,6.9,12.4,3.1,5.1,4.2,-13.7,QP094010,36.6,14.5,11.5,83.6,,both,QP094010
QP094011,Colonel Fabien,11.0,200033413.0,,00851,11499.0,14874.0,19466.0,0.5,9341.0,10920.0,11827.0,13352.0,16590.0,18644.0,20686.0,23419.0,2.5,0.2,2.9,73.0,21.5,2.6,13.9,5.0,4.5,4.4,-11.0,QP094011,30.6,22.8,16.8,,,both,QP094011
QP094012,Centre Ville : Defresne - Vilmorin - Robespierre,11.0,200033413.0,,00851,10810.0,14240.0,18885.0,0.6,8529.0,9985.0,11374.0,12903.0,15900.0,17544.0,20231.0,24051.0,2.8,0.2,3.3,67.9,23.4,3.4,16.2,5.8,5.3,5.1,-10.9,QP094012,34.9,18.7,17.5,,5.9,both,QP094012
QP094013,Commune De Paris - 8 Mai 1945,11.0,200033413.0,,00851,10918.0,14452.0,18957.0,0.6,8031.0,10102.0,11733.0,13076.0,16060.0,17799.0,20149.0,24165.0,3.0,0.2,3.4,72.9,20.6,3.6,14.0,5.5,4.4,4.1,-11.1,QP094013,33.3,16.9,19.5,85.5,5.0,both,QP094013
QP094014,Balzac,11.0,200033413.0,,00851,11250.0,14723.0,19431.0,0.6,8537.0,10305.0,11832.0,13527.0,16391.0,18039.0,21057.0,25883.0,3.0,0.2,3.5,76.3,16.2,3.0,16.3,6.2,4.9,5.1,-11.8,QP094014,32.2,17.8,20.5,,,both,QP094014
QP094015,Péri - Schuman  Bergonié,11.0,249400060.0,,00851,10024.0,13961.0,17798.0,0.6,7540.0,9243.0,10789.0,12460.0,15426.0,16941.0,18644.0,22275.0,3.0,0.2,3.3,76.3,14.4,2.5,17.0,6.0,6.2,4.8,-10.2,QP094015,37.3,21.7,14.7,,,both,QP094015
QP094016,Chaperon Vert,11.0,249400060.0,,00851,11811.0,16489.0,22203.0,0.6,8590.0,10830.0,12747.0,14602.0,18557.0,20827.0,24050.0,30011.0,3.5,0.3,4.1,76.8,22.1,4.7,10.1,3.6,3.7,2.9,-13.7,QP094016,26.3,16.9,9.8,85.9,,both,QP094016
QP094017,Jardins Parisiens,11.0,249400060.0,,00851,11553.0,14686.0,18497.0,0.5,8618.0,10589.0,12367.0,13580.0,16104.0,17650.0,19713.0,22949.0,2.7,0.2,2.9,77.2,16.2,2.0,15.9,7.1,4.0,4.8,-11.3,QP094017,28.5,20.0,23.7,,,both,QP094017
QP094018,Lallier,11.0,249400060.0,,00851,10580.0,15068.0,21688.0,0.7,6778.0,9375.0,11659.0,12938.0,17890.0,20527.0,23668.0,28737.0,4.2,0.3,4.6,75.6,24.2,4.6,10.2,3.9,3.1,3.2,-14.6,QP094018,33.3,18.6,11.8,,,both,QP094018
QP094019,Jardins Parisiens - Stade,11.0,249400060.0,,00851,9964.0,13521.0,18518.0,0.6,7563.0,9370.0,11012.0,12251.0,15452.0,17131.0,19626.0,24240.0,3.2,0.3,3.7,77.8,14.6,2.8,16.9,5.4,5.6,6.0,-12.1,QP094019,39.3,17.8,15.2,,,both,QP094019
QP094020,Alexandre Dumas,11.0,249400060.0,,00851,10559.0,14511.0,19243.0,0.6,8540.0,9707.0,11265.0,13394.0,15917.0,18262.0,20398.0,23891.0,2.8,0.2,3.1,73.8,15.4,2.1,19.1,7.7,5.5,5.9,-10.4,QP094020,34.2,,31.1,,,both,QP094020
QP094021,Lebon - Hochart - Mermoz (Lozaits Sud),11.0,249400060.0,,00851,10286.0,14220.0,18550.0,0.6,8052.0,9711.0,11343.0,12733.0,15743.0,17390.0,19687.0,23686.0,2.9,0.2,3.3,71.3,20.6,2.6,16.4,5.1,6.2,5.1,-10.9,QP094021,36.1,22.6,12.8,,,both,QP094021
QP094022,Lozaits Nord - Grimau - Armand Gouret,11.0,249400060.0,,00851,10941.0,14608.0,18850.0,0.5,7945.0,9722.0,11735.0,13158.0,16190.0,17787.0,19912.0,22906.0,2.9,0.2,3.4,71.7,22.5,2.4,14.7,5.0,5.3,4.4,-11.3,QP094022,32.8,20.9,15.4,,,both,QP094022
QP094023,Fabien,11.0,,,00851,10219.0,14160.0,19486.0,0.7,7689.0,8839.0,11248.0,12555.0,16264.0,18224.0,20780.0,24614.0,3.2,0.3,3.8,74.2,20.8,2.9,13.9,5.4,5.0,3.5,-11.8,QP094023,36.4,21.1,14.8,,,both,QP094023
QP094024,Les Quatre Cités,11.0,,,00851,10349.0,14372.0,18380.0,0.6,7348.0,9317.0,11268.0,12739.0,15833.0,17454.0,19501.0,22981.0,3.1,0.2,3.6,73.1,20.5,2.7,14.8,4.2,5.8,4.8,-11.1,QP094024,36.0,18.8,12.8,,5.7,both,QP094024
QP094025,L'Egalité,11.0,,,00851,5628.0,9090.0,14008.0,0.9,3519.0,4993.0,6225.0,7850.0,10339.0,12056.0,16863.0,21473.0,6.1,0.4,7.8,87.0,8.9,2.9,12.0,2.1,5.6,4.2,-10.8,QP094025,70.4,,26.8,70.7,,both,QP094025
QP094026,Les Mordacs,11.0,,,00851,10830.0,14091.0,17429.0,0.5,8399.0,10133.0,11491.0,12765.0,15242.0,16540.0,18458.0,21247.0,2.5,0.2,2.9,70.7,19.2,2.1,17.9,7.3,5.6,5.0,-9.9,QP094026,35.7,21.3,20.8,,5.8,both,QP094026
QP094027,Le Bois L'Abbé,11.0,249400086.0,,00851,10497.0,13739.0,17873.0,0.5,8013.0,9764.0,11152.0,12512.0,15163.0,16803.0,18999.0,22318.0,2.8,0.2,3.2,73.0,18.3,2.3,16.8,6.8,5.5,4.5,-10.4,QP094027,37.4,18.0,24.0,95.0,5.4,both,QP094027
QP094028,Le Plateau,11.0,,,00851,10043.0,14271.0,19730.0,0.7,7152.0,9307.0,11041.0,12681.0,16367.0,18699.0,21350.0,26003.0,3.6,0.3,4.1,77.5,16.4,2.8,15.7,5.4,4.9,5.4,-12.4,QP094028,36.2,17.8,17.5,86.5,,both,QP094028
QP094029,La Redoute (Le Fort-Michelet),11.0,,,00851,10605.0,14517.0,19124.0,0.6,8195.0,9990.0,11109.0,12928.0,16115.0,18264.0,19885.0,23169.0,2.8,0.2,3.4,72.9,19.4,2.6,16.0,6.6,4.4,5.0,-10.9,QP094029,34.3,18.1,23.4,,,both,QP094029
QP094030,Les Larris,11.0,,,00851,10639.0,14609.0,19472.0,0.6,7819.0,9617.0,11363.0,12913.0,16357.0,18309.0,20679.0,24900.0,3.2,0.3,3.9,75.6,18.8,3.0,14.8,5.8,4.6,4.4,-12.2,QP094030,34.7,19.7,20.5,,,both,QP094030
QP094031,Quartier Est,11.0,,,00851,11515.0,14868.0,18839.0,0.5,8618.0,10833.0,12194.0,13578.0,16376.0,17940.0,20048.0,23560.0,2.7,0.2,3.0,72.3,20.0,2.7,15.7,5.6,5.7,4.4,-10.7,QP094031,29.6,16.8,16.9,83.2,5.1,both,QP094031
QP094032,Quartier Sud,11.0,200033413.0,,00851,10856.0,13623.0,17728.0,0.5,8577.0,9819.0,11396.0,12418.0,14954.0,16508.0,18732.0,21252.0,2.5,0.2,2.8,66.8,19.7,2.5,20.1,7.6,6.2,6.3,-9.1,QP094032,37.0,18.4,23.6,,7.9,both,QP094032
QP094033,Rives De La Marne,11.0,,,00851,10931.0,15457.0,19629.0,0.6,7490.0,10073.0,11860.0,13548.0,16954.0,18775.0,20881.0,24455.0,3.3,0.2,3.8,73.3,22.0,2.7,13.6,4.3,5.5,3.9,-11.6,QP094033,31.8,19.1,18.5,,,both,QP094033
QP094034,Les Grands Champs,11.0,,,00851,11284.0,14626.0,18628.0,0.5,8425.0,10474.0,11796.0,13323.0,16013.0,17748.0,19845.0,24190.0,2.9,0.2,3.1,76.0,16.9,2.2,15.8,6.9,4.0,4.9,-10.9,QP094034,32.4,18.3,29.3,,,both,QP094034
QP094035,Polognes-Centre Ville - Le Plateau - Saint-Martin,11.0,249400094.0,,00851,10617.0,14300.0,19046.0,0.6,7792.0,9726.0,11291.0,12880.0,15929.0,17787.0,20064.0,23963.0,3.1,0.2,3.4,75.3,17.8,2.8,15.2,6.5,4.5,4.3,-11.1,QP094035,35.1,21.1,21.1,88.5,5.5,both,QP094035
QP094036,Lutèce- Bergerie,11.0,,,00851,10454.0,14344.0,18677.0,0.6,7449.0,9675.0,11336.0,12879.0,15690.0,17589.0,19811.0,23349.0,3.1,0.2,3.6,80.6,15.4,2.3,13.1,4.6,4.3,4.2,-11.4,QP094036,34.0,19.5,15.0,,,both,QP094036
QP094037,Centre Ville,11.0,,,00851,8849.0,12807.0,18516.0,0.8,5603.0,7939.0,9783.0,11345.0,14760.0,17334.0,20127.0,24440.0,4.4,0.3,5.6,80.0,14.4,5.3,12.9,4.1,4.3,4.5,-12.6,QP094037,46.3,14.7,14.7,69.0,6.0,both,QP094037
QP094038,Le Quartier Nord,11.0,,,00851,10624.0,14234.0,19340.0,0.6,7903.0,9617.0,11333.0,12835.0,16014.0,18027.0,20801.0,24718.0,3.1,0.2,3.6,78.5,17.7,2.6,13.5,6.2,3.9,3.4,-12.3,QP094038,35.1,19.0,19.8,87.1,5.0,both,QP094038
QP094039,Le Quartier Nord- Les Tours,11.0,,,00851,10556.0,14426.0,18287.0,0.5,7452.0,9675.0,11285.0,12445.0,16055.0,17501.0,19673.0,22612.0,3.0,0.2,3.4,69.5,24.0,2.5,14.8,4.8,5.5,4.4,-10.8,QP094039,37.4,21.6,10.4,,,both,QP094039
QP094040,Triage,11.0,,,00851,9575.0,14059.0,19459.0,0.7,6680.0,8620.0,10318.0,12317.0,15683.0,18301.0,21419.0,25495.0,3.8,0.3,4.6,78.2,17.2,4.8,12.4,5.3,3.8,3.3,-12.6,QP094040,39.2,16.0,16.2,78.1,,both,QP094040
QP094041,Portes De Paris - Les Hautes-Noues,11.0,,,00851,9707.0,13482.0,17848.0,0.6,7160.0,9129.0,10572.0,12077.0,14839.0,16937.0,19015.0,23502.0,3.3,0.3,3.8,75.5,16.6,2.8,16.1,6.2,5.3,4.7,-11.0,QP094041,40.4,17.9,24.4,85.2,5.0,both,QP094041
QP094042,Cité Jardins,11.0,249400060.0,,00851,11991.0,15573.0,19842.0,0.5,8847.0,10951.0,12446.0,14159.0,17231.0,19054.0,20933.0,24409.0,2.8,0.2,3.1,76.6,21.1,2.5,12.1,5.4,3.1,3.7,-12.3,QP094042,27.2,20.8,14.4,,,both,QP094042
QP095001,Noyer Crapaud,11.0,249500414.0,,00851,11755.0,15403.0,19871.0,0.5,9057.0,11112.0,12590.0,13889.0,16861.0,18622.0,20833.0,23701.0,2.6,0.2,2.8,75.6,20.1,2.2,13.2,5.3,3.6,4.2,-11.1,QP095001,28.4,22.9,17.7,,,both,QP095001
QP095002,Justice - Butte Blanche,11.0,200000776.0,,00851,7039.0,10313.0,13642.0,0.6,4386.0,6353.0,7908.0,9179.0,11353.0,13000.0,14678.0,17567.0,4.0,0.3,4.7,52.1,34.7,2.4,17.6,2.7,8.3,6.6,-6.8,QP095002,64.9,,11.5,,,both,QP095002
QP095003,Champioux,11.0,200000776.0,,00851,11505.0,15283.0,19994.0,0.6,8728.0,10671.0,12455.0,13708.0,16665.0,18491.0,21185.0,24931.0,2.9,0.2,3.2,89.6,7.3,2.3,14.2,6.6,3.1,4.6,-13.4,QP095003,28.6,16.2,16.2,76.5,,both,QP095003
QP095004,Brigadières - Henri Barbusse,11.0,200000776.0,,00851,9840.0,13305.0,18789.0,0.7,7033.0,8984.0,10553.0,11937.0,14955.0,17034.0,20096.0,23681.0,3.4,0.3,4.0,72.6,16.8,4.3,17.1,5.9,5.0,6.2,-10.8,QP095004,40.8,12.0,20.2,81.9,,both,QP095004
QP095005,Val D'Argent Nord,11.0,200000776.0,,00851,10330.0,13676.0,17909.0,0.6,7702.0,9576.0,10993.0,12366.0,15108.0,16894.0,19068.0,22579.0,2.9,0.2,3.4,72.3,19.1,2.8,16.7,7.0,4.6,5.1,-10.9,QP095005,38.1,18.1,23.6,83.5,6.1,both,QP095005
QP095006,Val D'Argent Sud,11.0,200000776.0,,00851,10949.0,14780.0,19443.0,0.6,8262.0,10284.0,11673.0,13140.0,16244.0,18255.0,20717.0,24433.0,3.0,0.2,3.5,77.9,17.9,3.4,13.9,6.2,3.5,4.2,-13.1,QP095006,32.8,15.5,20.1,70.6,5.0,both,QP095006
QP095007,Champagne,11.0,200000776.0,,00851,11251.0,14569.0,18969.0,0.5,8539.0,10546.0,11640.0,12873.0,15977.0,18001.0,20513.0,23575.0,2.8,0.2,3.0,72.3,20.6,2.1,16.6,6.8,4.6,5.2,-11.6,QP095007,33.8,20.8,17.6,,,both,QP095007
QP095008,Joliot Curie,11.0,200000776.0,,00851,10549.0,13750.0,17582.0,0.5,7988.0,9757.0,11087.0,12458.0,15180.0,16739.0,18708.0,21588.0,2.7,0.2,3.2,71.9,19.5,2.4,16.4,5.5,5.4,5.4,-10.2,QP095008,36.7,17.9,12.7,93.5,9.1,both,QP095008
QP095009,Centre Ville,11.0,200000776.0,,00851,10919.0,14634.0,20034.0,0.6,8437.0,10267.0,11696.0,13167.0,16736.0,18648.0,21560.0,26090.0,3.1,0.3,3.7,70.4,27.4,4.1,11.1,3.9,3.5,3.8,-13.0,QP095009,32.6,14.8,12.5,86.2,5.0,both,QP095009
QP095010,Delaune Masson Colomb,11.0,200000776.0,,00851,10276.0,13548.0,17535.0,0.5,8203.0,9588.0,11201.0,12601.0,15057.0,16805.0,18677.0,22568.0,2.8,0.2,3.2,68.1,22.3,2.5,17.4,6.5,4.7,6.2,-10.3,QP095010,36.2,21.8,16.3,,,both,QP095010
QP095011,Axe Majeur - Horloge,11.0,249500109.0,,00851,10888.0,13993.0,17816.0,0.5,8351.0,10243.0,11512.0,12713.0,15376.0,16896.0,19033.0,22434.0,2.7,0.2,3.1,81.0,9.2,1.9,18.2,7.8,4.2,6.2,-10.3,QP095011,35.5,21.9,24.4,93.8,7.1,both,QP095011
